name,datetime,temp,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,stations,source
"Talisay,Daanbantayan, Cebu",2024-01-03T14:00:00,28,73.85,0,12.6,4,42.9,1009,2.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T15:00:00,28.1,73.42,0,9,4.3,11.6,1009,0.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T16:00:00,28.1,73.42,0,10.8,6.5,355.5,1009,0,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T17:00:00,28.1,73.86,0,13,8.6,347.6,1009,0,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T18:00:00,28.2,72.55,0,15.1,11.5,331.9,1010,1.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T19:00:00,28.1,74.31,0,16.9,13.3,334.8,1010,10.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T20:00:00,28.1,75.67,0,19.1,14.8,341.8,1011,11.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T21:00:00,28.1,77.52,0,21.2,16.6,352.4,1011,8.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T22:00:00,28,79.87,0,22.3,17.6,2,1011,2.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-03T23:00:00,28,81.32,0,23.8,19.1,8.6,1011,4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T00:00:00,27.9,82.28,0.1,24.5,19.8,15.9,1011,4.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T01:00:00,27.4,84.22,0.4,27,20.2,28.5,1011,13.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T02:00:00,27,85.7,0.4,29.2,20.2,41.7,1010,33.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T03:00:00,27.3,83.7,0.1,27.7,20.5,50.5,1010,28.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T04:00:00,27.4,81.73,0,27.4,20.2,53.9,1010,21.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T05:00:00,27.5,80.77,0,27.4,20.5,58.1,1010,16.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T06:00:00,27.7,79.83,0,27.4,18.7,52.2,1011,8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T07:00:00,27.7,79.35,0,27,19.4,55.6,1012,6.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T08:00:00,27.7,78.87,0,26.3,19.1,56.5,1012,3.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T09:00:00,27.7,78.87,0,24.8,18.7,54.6,1013,2.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T10:00:00,27.7,78.87,0,23.4,16.9,52.2,1012,5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T11:00:00,27.8,78.41,0,22.3,16.2,47.2,1012,4.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T12:00:00,27.8,78.41,0,21.2,14.8,39.9,1011,1.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T13:00:00,27.8,78.89,0,20.2,13.7,31.8,1010,2.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T14:00:00,27.9,78.9,0,19.4,13,22.1,1009,2.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T15:00:00,28,78.91,0,19.4,14.4,12.5,1010,5.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T16:00:00,28,79.39,0,22.3,17.3,6.3,1010,9.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T17:00:00,28.1,80.36,0,26.3,20.9,6.1,1010,27.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T18:00:00,28.1,82.31,0,31.3,23,6.1,1011,47.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T19:00:00,28.1,82.8,0,34.2,25.2,13,1011,42.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T20:00:00,28.2,82.81,0,36,25.9,21.6,1012,49.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T21:00:00,28.2,82.32,0,36.4,25.9,28.4,1012,46.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T22:00:00,28.2,81.83,0,36,24.8,35,1012,36.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-04T23:00:00,28.1,81.82,0,34.6,24.1,40,1012,42,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T00:00:00,27.9,83.27,0,32.8,23.4,43.6,1012,25.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T01:00:00,27.6,85.25,0.1,31.3,22,43.1,1012,10,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T02:00:00,27.3,86.76,0.1,29.5,21.6,41.4,1011,10.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T03:00:00,27.1,87.79,0.1,28.8,21.6,40.1,1011,12.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T04:00:00,26.8,89.88,0,30.2,22,41.5,1011,16.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T05:00:00,26.7,90.42,0,30.2,20.9,48.3,1011,8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T06:00:00,27.3,86.25,0,29.5,20.9,47.9,1011,21.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T07:00:00,27.4,85.74,0,27.7,19.1,49.2,1012,13.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T08:00:00,27.5,84.73,0,26.6,18.7,45.5,1013,24.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T09:00:00,27.6,84.24,0,26.3,19.4,35.8,1014,26.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T10:00:00,27.6,84.24,0,26.3,21.2,31.3,1013,31.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T11:00:00,27.8,83.26,0,26.6,23,34.1,1013,40.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T12:00:00,27.9,82.28,0,26.6,23,31.5,1012,34.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T13:00:00,27.8,83.76,0,26.3,23,23.9,1011,23,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T14:00:00,27.9,83.27,0,29.5,24.5,23.2,1010,28.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T15:00:00,27.9,83.77,0.2,33.1,25.9,28.8,1010,20.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T16:00:00,27.8,83.76,0.2,33.1,25.9,31.8,1010,22.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T17:00:00,27.9,83.77,0.3,32.8,26.6,37,1011,23.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T18:00:00,28,83.78,0.4,33.1,24.8,25,1012,25,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T19:00:00,27.6,85.25,0.8,35.3,27,28.6,1012,33.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T20:00:00,27.5,84.73,0.7,36.7,29.9,35.6,1013,25.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T21:00:00,27.3,85.73,0.4,36.7,30.2,42.2,1013,25.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T22:00:00,27.4,85.74,0.1,36,30.2,45.6,1013,21.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-05T23:00:00,27.4,86.26,0.1,35.6,29.9,47.2,1013,30.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T00:00:00,27.3,86.76,0.1,34.9,28.4,49.4,1012,62,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T01:00:00,27.3,86.25,0.1,33.5,25.6,52.5,1012,62.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T02:00:00,27.3,86.25,0,31.7,22.7,51,1011,79.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T03:00:00,27.3,86.25,0,29.9,22.3,44,1010,86.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T04:00:00,27.3,86.25,0,31,23,40.7,1011,90.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T05:00:00,27.3,86.25,0,31.7,22.7,44.4,1011,98.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T06:00:00,27.4,86.26,0,31.3,22.3,50.9,1012,85.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T07:00:00,27.4,85.74,0,29.9,20.5,55.4,1013,77.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T08:00:00,27.4,85.23,0,27.4,19.1,55.9,1013,57.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T09:00:00,27.5,84.73,0,24.5,18.7,50.2,1014,49.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T10:00:00,27.6,83.74,0,23.8,19.1,48.5,1013,35.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T11:00:00,27.8,82.27,0,23.8,19.1,47.1,1013,27.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T12:00:00,28,80.35,0,23,17.3,43.7,1012,20.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T13:00:00,28.1,79.4,0,20.5,15.5,32.3,1011,16,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T14:00:00,28.1,80.36,0,19.8,16.6,19.5,1010,9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T15:00:00,28,81.8,0,24.5,18.7,12.2,1010,14.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T16:00:00,27.9,83.27,0,28.1,21.2,9.8,1010,17.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T17:00:00,27.9,83.77,0,30.6,23,10,1010,30.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T18:00:00,28.1,84.29,0,31,24.1,6.2,1011,43.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T19:00:00,28.2,83.8,0,29.9,24.5,10.2,1012,52.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T20:00:00,28.4,82.34,0,28.4,24.1,18.4,1012,66.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T21:00:00,28.5,80.89,0,26.3,24.5,26.4,1012,77.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T22:00:00,28.5,80.41,0,24.8,24.5,35.5,1012,82.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-06T23:00:00,28.4,80.88,0,24.1,24.5,38.6,1012,71.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T00:00:00,28.2,81.34,0,23.4,25.9,38.2,1012,46.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T01:00:00,27.9,83.27,0,25.6,27.7,37.4,1012,42.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T02:00:00,27.6,85.25,0,28.8,28.8,37.4,1011,31.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T03:00:00,27.3,87.8,0.1,38.9,29.2,36.9,1011,29.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T04:00:00,27.1,88.84,0,38.9,29.5,38.3,1011,34.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T05:00:00,27.2,88.32,0,38.5,28.8,43.1,1012,10.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T06:00:00,27.3,87.28,0,38.2,27.7,33.1,1012,41.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T07:00:00,27.4,86.26,0,38.2,28.8,35,1013,67.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T08:00:00,27.4,86.26,0,38.2,29.9,38.4,1014,77.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T09:00:00,27.5,85.24,0,37.8,30.2,39.2,1015,89.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T10:00:00,27.5,84.23,0.1,36.4,29.9,41.4,1014,89.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T11:00:00,27.6,83.74,0.1,34.6,28.1,41,1014,93.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T12:00:00,27.8,82.27,0.1,32.8,26.6,37.3,1013,86.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T13:00:00,27.7,83.25,0.3,33.1,26.3,39.6,1011,86.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T14:00:00,27.7,83.75,0.1,33.5,25.6,44.5,1011,82.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T15:00:00,28,82.79,0.1,34.6,24.1,46.1,1011,80.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T16:00:00,28.2,81.83,0,31.7,22,46.6,1011,66.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T17:00:00,28.3,81.35,0,28.8,22.7,44.9,1011,68,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T18:00:00,28.5,79.46,0,32,21.6,25.2,1012,63.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T19:00:00,28.3,80.39,0.1,33.8,24.5,26.8,1012,66.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T20:00:00,28.3,80.87,0.1,34.6,25.9,31.6,1013,56,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T21:00:00,28.2,81.34,0.1,33.1,26.3,35.1,1013,57.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T22:00:00,28.3,80.87,0.1,31.3,26.3,39.4,1013,41.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-07T23:00:00,28.2,81.83,0.1,28.8,25.9,42.1,1013,19.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T00:00:00,28.1,82.31,0,28.8,25.6,44.1,1012,19.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T01:00:00,28.1,81.82,0,28.1,24.8,46.9,1011,15.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T02:00:00,28,82.29,0,27.7,24.1,49.5,1011,17.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T03:00:00,27.8,83.76,0,31.7,23.8,49.7,1011,20.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T04:00:00,27.8,83.76,0,31.3,23.4,48.9,1011,14.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T05:00:00,27.7,84.25,0,31.7,23.8,50.1,1011,10.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T06:00:00,27.7,83.75,0,32.4,23.8,36.7,1012,14.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T07:00:00,27.7,83.75,0,32.4,25.2,38.6,1013,15.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T08:00:00,27.7,83.75,0,32.4,26.6,36.6,1013,12.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T09:00:00,27.8,82.76,0,32.4,26.3,37.9,1013,24.3,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T10:00:00,27.9,82.78,0,32.4,25.6,40.9,1013,27.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T11:00:00,28.1,81.82,0,31.3,23.8,42.5,1013,12.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T12:00:00,28.4,79.44,0,29.2,20.9,41.3,1012,12.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T13:00:00,28.7,77.14,0,25.9,19.1,34,1011,19.1,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T14:00:00,28.8,76.69,0,25.2,18.4,24.5,1010,19.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T15:00:00,28.7,77.6,0,25.2,19.4,15.9,1010,33,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T16:00:00,28.7,78.54,0,27,21.2,13.8,1010,30.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T17:00:00,28.6,79.95,0,27.4,19.8,23.1,1011,36.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T18:00:00,28.7,82.38,0,26.3,17.3,26.1,1011,19.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T19:00:00,28.6,82.37,0,24.1,16.9,38.6,1011,15.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T20:00:00,28.7,80.44,0,24.5,17.3,51.2,1013,35.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T21:00:00,28.7,79.01,0,24.1,19.1,55.7,1012,32.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T22:00:00,28.6,79,0,24.1,20.2,55.2,1012,27.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-08T23:00:00,28.3,80.39,0,25.2,21.2,56.2,1012,24.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T00:00:00,28,80.83,0.1,30.2,22.3,59.4,1012,17.7,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T01:00:00,27.8,80.8,0.1,32,22,61.1,1011,26.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T02:00:00,27.6,82.74,0.1,29.2,21.6,59.3,1011,33.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T03:00:00,27.4,84.22,0.1,29.5,22,61.5,1011,39.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T04:00:00,27.4,84.22,0,31.7,20.5,64.7,1010,27.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T05:00:00,27.4,84.22,0,27.4,19.1,65.8,1011,21.9,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T06:00:00,27.8,83.26,0,25.2,15.1,55.8,1011,36.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T07:00:00,27.9,82.78,0,24.5,17.3,51.8,1012,52.2,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T08:00:00,27.7,82.75,0.3,27,19.4,48.7,1012,96.4,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T09:00:00,27.7,82.75,0.2,27.4,20.5,52.5,1013,98.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T10:00:00,27.8,81.29,0.2,28.1,19.8,59.8,1013,83.8,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T11:00:00,28.1,80.36,0,24.8,18,62,1012,86.5,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T12:00:00,28.2,79.89,0,23.4,16.9,60.9,1012,92.6,,remote,obs
"Talisay,Daanbantayan, Cebu",2024-01-09T13:00:00,28.4,78.97,0,20.2,15.8,60.4,1011,97.4,,remote,obs
